open_time_ms,open,high,low,close,base_volume,close_time_ms,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume
1614949200000,1482.55,1496.88,1471.02,1489.47,46648.4751,1614952799999,69317046.9688777,47478,23492.64644,34912249.9708785
1614952800000,1489.45,1514.0,1487.04,1493.41,51986.76057,1614956399999,78023928.8346659,50224,25682.1614,38550245.0253885
1614956400000,1493.55,1507.97,1481.19,1481.41,36400.24143,1614959999999,54359920.2744751,37831,17763.73701,26531307.5865101
1614960000000,1481.27,1481.46,1448.52,1477.98,57179.39744,1614963599999,83977933.1655864,57448,28382.05348,41696642.9250217
1614963600000,1477.95,1509.24,1474.01,1507.11,44586.75386,1614967199999,66639269.9914465,38541,25251.45066,37760245.7692595
1614967200000,1507.11,1530.42,1503.33,1521.66,48156.06234,1614970799999,73138524.8738516,42489,22553.0723,34269265.1948438
1614970800000,1521.65,1537.64,1516.71,1533.58,31645.66816,1614974399999,48368323.0490514,31409,17272.2341,26402313.8799289
1614974400000,1533.58,1538.46,1525.64,1533.36,28920.74611,1614977999999,44315328.7780793,27950,14241.21519,21825291.4164896
1614978000000,1533.37,1548.0,1528.27,1531.68,25095.96911,1614981599999,38553258.7554523,27700,13628.86262,20938108.1183453
1614981600000,1531.56,1548.96,1528.8,1536.38,21125.93219,1614985199999,32555495.8691705,29775,11126.6179,17144078.3470641
1614985200000,1536.25,1540.68,1523.43,1528.31,27140.55177,1614988799999,41541925.358992,27086,13866.19596,21222459.6630405
1614988800000,1528.08,1549.19,1526.92,1542.0,25814.69938,1614992399999,39790179.599491,30335,12675.59216,19539746.5334527
1614992400000,1542.0,1546.94,1529.41,1534.7,15698.48561,1614995999999,24111824.5517284,20433,8360.29687,12841659.4009202
1614999600000,1534.62,1534.62,1518.29,1531.7,9122.65568,1615003199999,13935363.8495817,11485,4259.60161,6508967.1682969
1615003200000,1531.73,1532.76,1520.05,1529.28,17425.99616,1615006799999,26591857.9669194,17695,7166.04901,10936278.5633434
1615006800000,1529.13,1575.0,1522.29,1574.67,57215.20686,1615010399999,88984982.0987157,55975,32763.03843,50975866.296493
1615010400000,1574.82,1588.33,1570.22,1578.37,43026.00511,1615013999999,67962460.1429453,45303,23524.29599,37158125.89442
1615014000000,1578.37,1592.77,1575.65,1589.31,34101.79286,1615017599999,54034493.6210612,35316,17822.62054,28241390.9605031
1615017600000,1589.7,1598.0,1573.99,1574.99,50664.63108,1615021199999,80446555.1567948,51115,29045.021,46129412.1092079
1615021200000,1575.0,1583.49,1562.15,1564.03,38269.93054,1615024799999,60210416.4320237,36099,19683.1541,30972028.266124
1615024800000,1564.17,1576.47,1560.13,1563.93,30331.52105,1615028399999,47594465.1741565,27595,13433.45619,21087201.061912
1615028400000,1563.94,1571.68,1557.03,1564.07,25795.98286,1615031999999,40352199.5278817,25645,13847.78047,21662842.3559596
